,age,salary
108,24.0,30151.0
109,61.0,50862.0
110,41.0,51687.0
111,29.0,41213.0
112,34.0,40081.0
113,46.0,52236.0
114,28.0,41348.0
115,59.0,50186.0
116,54.0,53310.0
117,52.0,52468.0
118,39.0,51043.0
119,48.0,53062.0
120,46.0,52409.0
121,49.0,52588.0
122,24.0,30450.0
123,39.0,50264.0
124,22.0,29857.0
125,42.0,51415.0
126,35.0,41033.0
127,27.0,41734.0
128,25.0,29212.0
129,46.0,51655.0
130,28.0,41385.0
131,62.0,50933.0
132,46.0,52403.0
133,36.0,51200.0
134,47.0,52873.0
135,21.0,29593.0
136,63.0,50147.0
137,42.0,51095.0
138,55.0,50952.0
139,24.0,29417.0
140,42.0,50901.0
141,42.0,50878.0
142,62.0,50709.0
143,46.0,52496.0
144,41.0,50727.0
145,32.0,41624.0
146,35.0,40730.0
147,43.0,50854.0
148,40.0,50204.0
149,21.0,29643.0
150,57.0,50758.0
151,60.0,50660.0
152,26.0,41300.0
153,45.0,51275.0
154,25.0,31044.0
155,50.0,52126.0
156,33.0,40190.0
157,50.0,51975.0
158,53.0,52148.0
159,55.0,52013.0
160,25.0,30047.0
161,61.0,51126.0
162,30.0,41770.0
163,22.0,30252.0
164,45.0,52071.0
165,37.0,50822.0
166,57.0,49684.0
167,56.0,51027.0
168,34.0,40081.0
169,63.0,50122.0
170,33.0,41260.0
171,43.0,50949.0
172,32.0,40905.0
173,62.0,49910.0
174,27.0,40995.0
175,22.0,30502.0
176,40.0,51010.0
177,65.0,50085.0
178,60.0,49876.0
179,54.0,52095.0
180,60.0,50696.0
181,60.0,50672.0
182,43.0,50600.0
183,34.0,39895.0
184,55.0,52710.0
185,50.0,52051.0
186,37.0,51345.0
187,24.0,29622.0
188,54.0,52006.0
189,32.0,41077.0
190,62.0,51679.0
191,31.0,41375.0
192,26.0,41068.0
193,57.0,50679.0
194,27.0,40124.0
195,28.0,40439.0
196,47.0,51245.0
197,59.0,51365.0
198,29.0,41764.0
199,34.0,41196.0
200,55.0,52568.0
201,64.0,49724.0
202,43.0,50890.0
203,26.0,41896.0
204,21.0,30066.0
205,30.0,40718.0
206,26.0,40121.0
207,50.0,53190.0
208,25.0,40965.0
209,43.0,50122.0
210,51.0,52038.0
211,46.0,51861.0
212,29.0,40934.0
213,56.0,50604.0
214,52.0,52248.0
215,53.0,52889.0
216,26.0,41039.0
217,26.0,41531.0
218,62.0,50321.0
219,38.0,52523.0
220,34.0,40718.0
221,42.0,50548.0
222,50.0,51987.0
223,63.0,50395.0
224,33.0,40140.0
225,62.0,50647.0
226,21.0,29047.0
227,45.0,51081.0
228,49.0,51824.0
229,25.0,29809.0
230,26.0,41302.0
231,39.0,52152.0
232,63.0,49961.0
233,47.0,52425.0
234,62.0,50138.0
235,56.0,50065.0
236,41.0,50643.0
237,55.0,50912.0
238,21.0,29756.0
239,25.0,31125.0
240,57.0,50708.0
241,56.0,49995.0
242,30.0,40817.0
243,44.0,50599.0
244,47.0,52900.0
245,59.0,49681.0
246,47.0,51830.0
247,39.0,50704.0
248,37.0,51341.0
249,39.0,51617.0
250,49.0,53190.0
251,59.0,50765.0
252,40.0,50959.0
253,31.0,41397.0
254,31.0,40428.0
255,54.0,51578.0
256,57.0,50718.0
257,25.0,29497.0
258,23.0,29967.0
259,47.0,52560.0
260,27.0,41124.0
261,57.0,50969.0
262,34.0,41416.0
263,26.0,41098.0
264,61.0,50279.0
265,27.0,41054.0
266,33.0,40702.0
267,27.0,40902.0
268,25.0,42309.0
269,21.0,30091.0
270,22.0,30225.0
271,28.0,40647.0
272,22.0,30510.0
273,47.0,52880.0
274,51.0,52884.0
275,38.0,51107.0
276,34.0,41517.0
277,43.0,51636.0
278,59.0,50642.0
279,58.0,50443.0
280,22.0,30447.0
281,28.0,40548.0
282,31.0,40641.0
283,31.0,40973.0
284,46.0,51629.0
285,39.0,51414.0
286,22.0,29519.0
287,37.0,50764.0
288,44.0,50893.0
289,25.0,30020.0
290,58.0,50328.0
291,22.0,29966.0
292,62.0,50470.0
293,24.0,29776.0
294,58.0,50113.0
295,61.0,51041.0
296,64.0,49448.0
297,56.0,50397.0
298,55.0,50266.0
299,49.0,52709.0
300,55.0,49773.0
301,26.0,40750.0
302,44.0,50949.0
303,43.0,51535.0
304,59.0,50666.0
305,41.0,50408.0
306,37.0,50756.0
307,49.0,52943.0
308,32.0,40400.0
309,26.0,40961.0
310,42.0,50995.0
311,39.0,50807.0
312,30.0,42348.0
313,37.0,50794.0
314,36.0,51225.0
315,35.0,40617.0
316,37.0,51264.0
317,51.0,52935.0
318,33.0,40706.0
319,63.0,50473.0
320,61.0,50052.0
321,42.0,50428.0
322,35.0,41518.0
323,44.0,50723.0
324,58.0,49293.0
325,49.0,53383.0
326,56.0,50099.0
327,44.0,50877.0
328,48.0,53320.0
329,33.0,40929.0
330,53.0,52418.0
331,29.0,40386.0
332,51.0,51683.0
333,59.0,50417.0
334,26.0,41181.0
335,48.0,52653.0
336,24.0,29759.0
337,53.0,52510.0
338,24.0,29081.0
339,62.0,50730.0
340,26.0,41081.0
341,63.0,51487.0
342,56.0,50504.0
343,47.0,52029.0
344,55.0,50475.0
345,56.0,50336.0
346,63.0,50717.0
347,31.0,41013.0
348,47.0,51870.0
349,24.0,29182.0
350,48.0,52631.0
351,28.0,41692.0
352,45.0,52540.0
353,46.0,52907.0
354,41.0,51506.0
355,44.0,51133.0
356,54.0,52093.0
357,56.0,50598.0
358,42.0,51604.0
359,47.0,52765.0
360,62.0,50874.0
361,25.0,40769.0
362,25.0,40899.0
363,24.0,29941.0
364,50.0,52474.0
365,39.0,51584.0
366,55.0,51326.0
367,50.0,52515.0
368,35.0,50960.0
369,60.0,49814.0
370,54.0,52836.0
371,32.0,40638.0
372,36.0,50821.0
373,34.0,41924.0
374,27.0,41505.0
375,27.0,41287.0
376,62.0,50690.0
377,40.0,50918.0
378,37.0,52000.0
379,53.0,52901.0
380,45.0,50625.0
381,62.0,49800.0
382,55.0,50783.0
383,42.0,50972.0
384,37.0,50286.0
385,64.0,50714.0
386,52.0,52365.0
387,63.0,50765.0
388,25.0,41221.0
389,58.0,50196.0
390,49.0,52816.0
391,25.0,40751.0
392,46.0,52284.0
393,51.0,52234.0
394,21.0,30565.0
395,40.0,50860.0
396,57.0,51186.0
397,33.0,41892.0
398,41.0,50631.0
399,40.0,49540.0
400,34.0,41522.0
401,61.0,50329.0
402,55.0,50067.0
403,25.0,29706.0
404,65.0,50293.0
405,60.0,51149.0
406,33.0,41080.0
407,58.0,51142.0
408,25.0,30247.0
409,65.0,50345.0
410,50.0,52305.0
411,49.0,52781.0
412,24.0,30410.0
413,60.0,50998.0
414,21.0,29869.0
415,31.0,41088.0
416,26.0,41292.0
417,55.0,52308.0
418,29.0,40433.0
419,61.0,50097.0
420,50.0,52379.0
421,22.0,30331.0
422,20.0,30629.0
423,22.0,29322.0
424,47.0,52201.0
425,56.0,50321.0
426,31.0,41397.0
427,58.0,50236.0
428,23.0,29785.0
429,56.0,49794.0
430,62.0,50742.0
431,55.0,52419.0
432,51.0,52173.0
433,58.0,50370.0
434,22.0,30563.0
435,29.0,40498.0
436,26.0,40579.0
437,43.0,51626.0
438,54.0,52538.0
439,48.0,52835.0
440,58.0,50701.0
441,27.0,40982.0
442,53.0,52326.0
443,29.0,41416.0
444,32.0,41581.0
445,52.0,53042.0
446,64.0,49907.0
447,48.0,53152.0
448,22.0,29821.0
449,48.0,52122.0
450,22.0,29915.0
451,60.0,50916.0
452,52.0,52770.0
453,28.0,40872.0
454,24.0,30419.0
455,28.0,41070.0
456,64.0,50214.0
457,41.0,50646.0
458,55.0,50705.0
459,49.0,52459.0
460,46.0,51812.0
461,27.0,41424.0
462,63.0,50260.0
463,34.0,41796.0
464,46.0,51799.0
465,51.0,52410.0
466,49.0,52150.0
467,62.0,50012.0
468,27.0,40757.0
469,43.0,51885.0
470,38.0,51072.0
471,41.0,50604.0
472,25.0,40086.0
473,26.0,40139.0
474,33.0,40732.0
475,34.0,40683.0
476,39.0,50888.0
477,47.0,51364.0
478,49.0,52454.0
479,39.0,51514.0
480,38.0,51811.0
481,30.0,40053.0
482,46.0,52099.0
483,34.0,40573.0
484,22.0,30073.0
485,39.0,50390.0
486,41.0,51841.0
487,30.0,41022.0
488,46.0,52438.0
489,45.0,53296.0
490,52.0,52492.0
491,49.0,52700.0
492,49.0,52125.0
493,34.0,40315.0
494,55.0,50195.0
495,45.0,52093.0
496,39.0,51317.0
497,48.0,52637.0
498,36.0,50512.0
499,43.0,51456.0
500,53.0,51821.0
501,60.0,49716.0
502,61.0,50221.0
503,43.0,51977.0
504,43.0,51949.0
505,56.0,50274.0
506,34.0,40663.0
507,58.0,49680.0
508,42.0,51039.0
509,25.0,41081.0
510,23.0,30395.0
511,58.0,50955.0
512,23.0,29901.0
513,33.0,41278.0
514,35.0,50650.0
515,28.0,41269.0
516,34.0,40746.0
517,53.0,52730.0
518,21.0,30189.0
519,57.0,50534.0
520,59.0,50897.0
521,37.0,50215.0
522,27.0,40468.0
523,47.0,52365.0
524,25.0,40278.0
525,36.0,50797.0
526,63.0,50313.0
527,65.0,51155.0
528,55.0,52571.0
529,34.0,41515.0
530,51.0,52651.0
531,52.0,52232.0
532,37.0,51067.0
533,49.0,52865.0
534,20.0,30597.0
535,29.0,40934.0
536,44.0,50176.0
537,27.0,40141.0
538,27.0,40837.0
539,58.0,49331.0
540,65.0,51398.0
541,45.0,52798.0
542,58.0,50182.0
543,65.0,49945.0
544,26.0,41514.0
545,40.0,50443.0
546,38.0,50491.0
547,24.0,29617.0
548,54.0,52557.0
549,40.0,51310.0
550,41.0,51596.0
551,27.0,41522.0
552,28.0,41000.0
553,61.0,51010.0
554,22.0,29665.0
555,30.0,40090.0
556,33.0,40664.0
557,42.0,50597.0
558,46.0,52184.0
559,42.0,50520.0
560,24.0,29769.0
561,31.0,41310.0
562,58.0,51358.0
563,49.0,51637.0
564,49.0,51856.0
565,50.0,52104.0
566,54.0,52883.0
567,23.0,29898.0
568,36.0,50638.0
569,44.0,51358.0
570,35.0,51478.0
571,58.0,50491.0
572,42.0,50592.0
573,55.0,52635.0
574,58.0,50383.0
575,43.0,50879.0
576,61.0,50244.0
577,46.0,52962.0
578,58.0,50625.0
579,35.0,51518.0
580,42.0,51668.0
581,44.0,51229.0
582,25.0,29747.0
583,38.0,51520.0
584,61.0,50733.0
585,48.0,53802.0
586,28.0,41155.0
587,35.0,51349.0
588,29.0,41145.0
589,21.0,29950.0
590,62.0,50371.0
591,40.0,51147.0
592,34.0,41261.0
593,47.0,53077.0
594,20.0,30154.0
595,33.0,40769.0
596,52.0,52337.0
597,49.0,51839.0
598,64.0,51331.0
599,48.0,52229.0
600,41.0,51484.0
601,54.0,52638.0
602,61.0,50652.0
603,52.0,52441.0
604,63.0,50106.0
605,55.0,50016.0
606,59.0,51364.0
607,25.0,41057.0
608,53.0,53063.0
609,40.0,51692.0
610,45.0,50795.0
611,49.0,52712.0
612,64.0,50523.0
613,64.0,49921.0
614,33.0,40907.0
615,53.0,52794.0
616,54.0,52250.0
617,36.0,50838.0
618,26.0,40913.0
619,22.0,31056.0
620,55.0,51583.0
621,42.0,51251.0
622,64.0,50373.0
623,41.0,50680.0
624,64.0,50361.0
625,39.0,51334.0
626,56.0,50862.0
627,24.0,30093.0
628,45.0,51546.0
629,56.0,51134.0
630,62.0,50908.0
631,57.0,50227.0
632,22.0,30247.0
633,37.0,51250.0
634,22.0,29592.0
635,25.0,29215.0
636,50.0,51489.0
637,52.0,52535.0
638,55.0,52649.0
639,59.0,49909.0
640,53.0,53023.0
641,56.0,50576.0
642,22.0,30675.0
643,31.0,41185.0
644,48.0,51967.0
645,59.0,50729.0
646,20.0,30335.0
647,43.0,50726.0
648,50.0,51779.0
649,21.0,30050.0
650,38.0,50500.0
651,60.0,51060.0
652,50.0,52296.0
653,31.0,41862.0
654,58.0,49438.0
655,36.0,51067.0
656,58.0,51215.0
657,33.0,40555.0
658,47.0,52420.0
659,38.0,50798.0
660,32.0,40658.0
661,60.0,50622.0
662,28.0,40352.0
663,24.0,29945.0
664,35.0,51258.0
665,52.0,52392.0
666,56.0,50000.0
667,65.0,51015.0
668,33.0,41365.0
669,38.0,50479.0
670,26.0,40353.0
671,46.0,52024.0
672,65.0,50773.0
673,52.0,52638.0
674,47.0,52895.0
675,38.0,50837.0
676,61.0,50038.0
677,42.0,51459.0
678,26.0,40723.0
679,36.0,51093.0
680,23.0,29225.0
681,29.0,40715.0
682,21.0,30505.0
683,40.0,50642.0
684,49.0,52907.0
685,35.0,49834.0
686,39.0,50720.0
687,63.0,50414.0
688,54.0,53371.0
689,44.0,50415.0
690,33.0,41335.0
691,60.0,51028.0
692,31.0,40639.0
693,35.0,40813.0
694,61.0,50571.0
695,44.0,50259.0
696,53.0,52272.0
697,47.0,53138.0
698,49.0,52761.0
699,33.0,40922.0
700,31.0,41057.0
701,35.0,41290.0
702,27.0,41386.0
703,59.0,50222.0
704,33.0,41767.0
705,45.0,53158.0
706,56.0,50839.0
707,55.0,50079.0
708,40.0,50490.0
709,41.0,50837.0
710,65.0,50530.0
711,50.0,51616.0
712,57.0,50747.0
713,61.0,51144.0
714,55.0,50788.0
715,28.0,40662.0
716,45.0,52103.0
717,25.0,30150.0
718,49.0,52423.0
719,63.0,50722.0
720,43.0,51301.0
721,39.0,51546.0
722,22.0,29434.0
723,63.0,50611.0
724,25.0,29818.0
725,22.0,29951.0
726,31.0,41432.0
727,23.0,30487.0
728,40.0,51699.0
729,43.0,51213.0
730,34.0,40945.0
731,22.0,29874.0
732,25.0,40133.0
733,37.0,51670.0
734,23.0,29839.0
735,51.0,52753.0
736,29.0,41339.0
737,34.0,40377.0
738,38.0,50538.0
739,39.0,51774.0
740,20.0,30145.0
741,25.0,40710.0
742,59.0,50437.0
743,20.0,30543.0
744,43.0,51467.0
745,42.0,50267.0
746,35.0,41817.0
747,39.0,51483.0
748,55.0,50424.0
749,58.0,49904.0
750,32.0,41527.0
751,35.0,41238.0
752,31.0,40271.0
753,42.0,50884.0
754,51.0,54063.0
755,30.0,41008.0
756,35.0,40629.0
757,62.0,49996.0
758,22.0,30886.0
759,41.0,51424.0
760,52.0,53204.0
761,27.0,41124.0
762,22.0,30627.0
763,26.0,40576.0
764,61.0,50581.0
765,20.0,30144.0
766,28.0,41691.0
767,21.0,30159.0
768,25.0,29687.0
769,48.0,52532.0
770,31.0,40162.0
771,46.0,51340.0
772,47.0,52916.0
773,58.0,50313.0
774,20.0,29869.0
775,58.0,50915.0
776,48.0,53199.0
777,27.0,41267.0
778,55.0,53464.0
779,58.0,50751.0
780,31.0,41151.0
781,61.0,50620.0
782,40.0,50357.0
783,47.0,52978.0
784,64.0,49277.0
785,36.0,50707.0
786,57.0,50511.0
787,34.0,40605.0
788,56.0,50274.0
789,47.0,53420.0
790,30.0,41552.0
791,39.0,50657.0
792,34.0,40765.0
793,24.0,29361.0
794,21.0,30352.0
795,36.0,50875.0
796,21.0,29017.0
797,27.0,41050.0
798,53.0,52719.0
799,52.0,52982.0
800,53.0,52463.0
801,34.0,40814.0
802,60.0,51493.0
803,47.0,52503.0
804,26.0,41360.0
805,26.0,40730.0
806,51.0,52845.0
807,28.0,40272.0
808,43.0,50769.0
809,65.0,49896.0
810,20.0,29698.0
811,21.0,30625.0
812,65.0,50194.0
813,46.0,52859.0
814,26.0,41759.0
815,60.0,50486.0
816,60.0,50997.0
817,44.0,51266.0
818,48.0,52558.0
819,32.0,41375.0
820,22.0,30920.0
821,47.0,52181.0
822,33.0,40520.0
823,50.0,51991.0
824,58.0,50997.0
825,21.0,30565.0
826,47.0,52231.0
827,30.0,39932.0
828,59.0,50163.0
829,31.0,41274.0
830,47.0,52467.0
831,45.0,51090.0
832,38.0,50738.0
833,50.0,53007.0
834,53.0,52672.0
835,46.0,52793.0
836,54.0,52580.0
837,64.0,50762.0
838,39.0,51229.0
839,43.0,50536.0
840,21.0,30187.0
841,56.0,50896.0
842,43.0,51578.0
843,38.0,51208.0
844,24.0,29517.0
845,60.0,50094.0
846,38.0,50782.0
847,51.0,52595.0
848,27.0,40939.0
849,63.0,49938.0
850,28.0,40435.0
851,29.0,39951.0
852,59.0,48940.0
853,61.0,50434.0
854,30.0,42160.0
855,41.0,51898.0
856,53.0,52011.0
857,60.0,50575.0
858,37.0,50268.0
859,43.0,50344.0
860,53.0,51901.0
861,53.0,52387.0
862,55.0,50409.0
863,46.0,52626.0
864,25.0,30332.0
865,61.0,50332.0
866,59.0,50518.0
867,56.0,49953.0
868,24.0,29328.0
869,29.0,40251.0
870,53.0,52825.0
871,21.0,29831.0
872,64.0,49564.0
873,37.0,50968.0
874,52.0,51876.0
875,60.0,51330.0
876,38.0,50711.0
877,34.0,41341.0
878,47.0,53044.0
879,46.0,52023.0
880,38.0,51038.0
881,47.0,52777.0
882,62.0,50558.0
883,41.0,51181.0
884,29.0,40335.0
885,37.0,51277.0
886,38.0,50757.0
887,26.0,41175.0
888,27.0,41460.0
889,51.0,52834.0
890,35.0,51174.0
891,63.0,50821.0
892,31.0,41344.0
893,24.0,30748.0
894,54.0,52483.0
895,60.0,50582.0
896,33.0,41466.0
897,29.0,40755.0
898,28.0,40332.0
899,43.0,51247.0
900,41.0,50897.0
901,32.0,40396.0
902,22.0,30250.0
903,42.0,51716.0
904,63.0,49685.0
905,49.0,53011.0
906,42.0,49731.0
907,25.0,29800.0
908,31.0,41920.0
909,33.0,40836.0
910,54.0,52545.0
911,59.0,50881.0
912,61.0,49642.0
913,64.0,50536.0
914,64.0,50532.0
915,63.0,51431.0
916,23.0,29382.0
917,26.0,40809.0
918,34.0,40536.0
919,45.0,50483.0
920,24.0,30564.0
921,58.0,50513.0
922,48.0,52222.0
923,44.0,50741.0
924,27.0,40718.0
925,31.0,40763.0
926,27.0,40368.0
927,58.0,50371.0
928,46.0,52320.0
929,53.0,52121.0
930,33.0,41078.0
931,37.0,51120.0
932,38.0,50722.0
933,54.0,52428.0
934,55.0,53579.0
935,29.0,42060.0
936,62.0,49973.0
937,25.0,40543.0
938,60.0,49970.0
939,25.0,30529.0
940,32.0,40801.0
941,58.0,50620.0
942,28.0,41998.0
943,39.0,50995.0
944,40.0,51353.0
945,31.0,41260.0
946,52.0,52206.0
947,58.0,51030.0
948,59.0,50075.0
949,35.0,51670.0
950,44.0,50706.0
951,31.0,40761.0
952,31.0,40456.0
953,27.0,40538.0
954,62.0,50287.0
955,60.0,49284.0
956,55.0,52383.0
957,43.0,50746.0
958,42.0,51395.0
959,44.0,51211.0
960,44.0,50646.0
961,40.0,50771.0
962,26.0,40883.0
963,26.0,41743.0
964,63.0,50089.0
965,42.0,50640.0
966,63.0,49936.0
967,27.0,40259.0
968,45.0,51154.0
969,29.0,41101.0
970,31.0,41641.0
971,21.0,30521.0
972,25.0,42199.0
973,61.0,50463.0
974,34.0,40870.0
975,47.0,51850.0
976,41.0,51348.0
977,38.0,51059.0
978,44.0,51326.0
979,28.0,40430.0
980,64.0,50676.0
981,57.0,50603.0
982,53.0,52570.0
983,41.0,50658.0
984,27.0,41595.0
985,61.0,51525.0
986,35.0,50445.0
987,22.0,30360.0
988,35.0,49561.0
989,56.0,50834.0
990,48.0,51565.0
991,54.0,52238.0
992,56.0,49843.0
993,30.0,40892.0
994,62.0,50919.0
995,40.0,50071.0
996,49.0,52320.0
997,20.0,29743.0
998,65.0,51291.0
999,33.0,41216.0
1000,23.0,29411.0
1001,41.0,50764.0
1002,26.0,41778.0
1003,27.0,41357.0
1004,48.0,52041.0
1005,38.0,50866.0
1006,61.0,50382.0
1007,34.0,40731.0
1008,53.0,51645.0
1009,41.0,50661.0
1010,50.0,53195.0
1011,47.0,52309.0
1012,41.0,50948.0
1013,63.0,50570.0
1014,35.0,52109.0
1015,28.0,41004.0
1016,51.0,53047.0
1017,58.0,50201.0
1018,22.0,29870.0
1019,40.0,51006.0
1020,60.0,50113.0
1021,54.0,52398.0
1022,65.0,50944.0
1023,44.0,50600.0
1024,50.0,52500.0
1025,34.0,41354.0
1026,63.0,50088.0
1027,36.0,51548.0
1028,53.0,52536.0
1029,38.0,50917.0
1030,45.0,51496.0
1031,52.0,52313.0
1032,43.0,51186.0
1033,61.0,51373.0
1034,39.0,51284.0
1035,49.0,53063.0
1036,35.0,50395.0
1037,38.0,50937.0
1038,40.0,51610.0
1039,26.0,40556.0
1040,24.0,30483.0
1041,50.0,52867.0
1042,49.0,52637.0
1043,50.0,52336.0
1044,21.0,29507.0
1045,35.0,41888.0
1046,29.0,41316.0
1047,55.0,50670.0
1048,59.0,50294.0
1049,31.0,41019.0
1050,50.0,52582.0
1051,26.0,41200.0
1052,32.0,41367.0
1053,26.0,40609.0
1054,33.0,40267.0
1055,50.0,52542.0
1056,61.0,49626.0
1057,29.0,40838.0
1058,44.0,50745.0
1059,52.0,52746.0
1060,63.0,51491.0
1061,47.0,51528.0
1062,31.0,42137.0
1063,48.0,52383.0
1064,34.0,41174.0
1065,64.0,49793.0
1066,38.0,51498.0
1067,51.0,52521.0
1068,21.0,29969.0
1069,38.0,50031.0
1070,59.0,50537.0
1071,47.0,52923.0
1072,40.0,50882.0
1073,62.0,51087.0
1074,58.0,51066.0
1075,34.0,40679.0
1076,45.0,51798.0
1077,42.0,51023.0
1078,48.0,52525.0
1079,35.0,51049.0
1080,31.0,41035.0
1081,61.0,49185.0
1082,62.0,50407.0
1083,58.0,49818.0
1084,64.0,51313.0
1085,54.0,53293.0
1086,54.0,52926.0
1087,54.0,52381.0
1088,42.0,50496.0
1089,41.0,50671.0
1090,31.0,41971.0
1091,49.0,52154.0
1092,33.0,39822.0
1093,32.0,41515.0
1094,46.0,53250.0
1095,38.0,51830.0
1096,30.0,41519.0
1097,57.0,51101.0
1098,59.0,50526.0
1099,28.0,39962.0
1100,20.0,30014.0
1101,35.0,51311.0
1102,56.0,50432.0
1103,58.0,50410.0
1104,26.0,40518.0
1105,55.0,51999.0
1106,25.0,41919.0
1107,38.0,51937.0
1108,65.0,50499.0
1109,29.0,41141.0
1110,27.0,40510.0
1111,39.0,51321.0
1112,48.0,53380.0
1113,62.0,49735.0
1114,64.0,50732.0
1115,23.0,30270.0
1116,26.0,41264.0
1117,56.0,51321.0
1118,32.0,42018.0
1119,60.0,50383.0
1120,50.0,52837.0
1121,25.0,41042.0
1122,57.0,50184.0
1123,28.0,41135.0
1124,39.0,51336.0
1125,45.0,51108.0
1126,43.0,50559.0
1127,51.0,52268.0
1128,49.0,52272.0
1129,65.0,50079.0
1130,65.0,50657.0
1131,43.0,51209.0
1132,24.0,30490.0
1133,53.0,52071.0
1134,64.0,50211.0
1135,34.0,41777.0
1136,41.0,50918.0
1137,39.0,51015.0
1138,22.0,29912.0
1139,50.0,53067.0
1140,36.0,51586.0
1141,55.0,51057.0
1142,57.0,50513.0
1143,57.0,50064.0
1144,39.0,51963.0
1145,34.0,41428.0
1146,54.0,52272.0
1147,56.0,51212.0
1148,42.0,50732.0
1149,60.0,51205.0
1150,26.0,41739.0
1151,60.0,50039.0
1152,24.0,30291.0
1153,27.0,41391.0
1154,44.0,52307.0
1155,23.0,29629.0
1156,22.0,30716.0
1157,20.0,30009.0
1158,40.0,50379.0
1159,55.0,52440.0
1160,22.0,30001.0
1161,49.0,51971.0
1162,57.0,50656.0
1163,28.0,41479.0
1164,27.0,41119.0
1165,59.0,50229.0
1166,57.0,50426.0
1167,44.0,50998.0
1168,57.0,50609.0
1169,24.0,30555.0
1170,38.0,51136.0
1171,53.0,51799.0
1172,32.0,40719.0
1173,54.0,52583.0
1174,43.0,51562.0
1175,54.0,53149.0
1176,41.0,51887.0
1177,37.0,51065.0
1178,30.0,41382.0
1179,29.0,40273.0
1180,54.0,52715.0
1181,25.0,40462.0
1182,24.0,29969.0
1183,28.0,42515.0
1184,28.0,41152.0
1185,57.0,50068.0
1186,38.0,51204.0
1187,65.0,50241.0
1188,26.0,40520.0
1189,49.0,53552.0
1190,40.0,51533.0
1191,38.0,51173.0
1192,59.0,50304.0
1193,64.0,50345.0
1194,59.0,51271.0
1195,29.0,41153.0
1196,30.0,39459.0
1197,50.0,53710.0
1198,33.0,41092.0
1199,53.0,52672.0
1200,45.0,53043.0
1201,45.0,51233.0
1202,57.0,50873.0
1203,52.0,52288.0
1204,21.0,29385.0
1205,22.0,30140.0
1206,47.0,53216.0
1207,42.0,50676.0
1208,32.0,40636.0
1209,39.0,51611.0
1210,54.0,52271.0
1211,57.0,50295.0
1212,45.0,52313.0
1213,37.0,50968.0
1214,32.0,40213.0
1215,43.0,50730.0
1216,34.0,41115.0
1217,45.0,52612.0
1218,50.0,53079.0
1219,23.0,30920.0
1220,20.0,30756.0
1221,30.0,41457.0
1222,60.0,50426.0
1223,49.0,52188.0
1224,28.0,41009.0
1225,60.0,50793.0
1226,41.0,51411.0
1227,41.0,51312.0
1228,62.0,50439.0
1229,23.0,30393.0
1230,30.0,41630.0
1231,46.0,52940.0
1232,29.0,40984.0
1233,51.0,52083.0
1234,30.0,40571.0
1235,24.0,29659.0
1236,29.0,41129.0
1237,39.0,51260.0
1238,28.0,40293.0
1239,26.0,40748.0
1240,59.0,50622.0
1241,34.0,40550.0
1242,36.0,51217.0
1243,22.0,29846.0
1244,36.0,50638.0
1245,32.0,41027.0
1246,47.0,52696.0
1247,29.0,40576.0
1248,60.0,50379.0
