,age,salary
428,23.0,29525.0
429,56.0,51241.0
430,62.0,49635.0
431,55.0,52264.0
432,51.0,52404.0
433,58.0,50600.0
434,22.0,28632.0
435,29.0,39717.0
436,26.0,34544.0
437,43.0,51541.0
438,54.0,51828.0
439,48.0,51557.0
440,58.0,49764.0
441,27.0,36391.0
442,53.0,52169.0
443,29.0,38893.0
444,32.0,43802.0
445,52.0,52087.0
446,64.0,49946.0
447,48.0,52704.0
448,22.0,30441.0
449,48.0,51558.0
450,22.0,28952.0
451,60.0,51154.0
452,52.0,52250.0
453,28.0,38037.0
454,24.0,31693.0
455,28.0,39406.0
456,64.0,48874.0
457,41.0,50098.0
458,55.0,51268.0
459,49.0,51072.0
460,46.0,51321.0
461,27.0,37191.0
462,63.0,49539.0
463,34.0,43847.0
464,46.0,51914.0
465,51.0,51753.0
466,49.0,52815.0
467,62.0,49357.0
468,27.0,36266.0
469,43.0,50858.0
470,38.0,50481.0
471,41.0,51452.0
472,25.0,34129.0
473,26.0,35037.0
474,33.0,43237.0
475,34.0,44331.0
476,39.0,49861.0
477,47.0,52963.0
478,49.0,52007.0
479,39.0,48467.0
480,38.0,48812.0
481,30.0,41161.0
482,46.0,51845.0
483,34.0,45200.0
484,22.0,29025.0
485,39.0,49439.0
486,41.0,51517.0
487,30.0,40818.0
488,46.0,52152.0
489,45.0,51623.0
490,52.0,52061.0
491,49.0,52784.0
492,49.0,52778.0
493,34.0,45147.0
494,55.0,51177.0
495,45.0,52506.0
496,39.0,50708.0
497,48.0,52030.0
498,36.0,46903.0
499,43.0,51973.0
500,53.0,51927.0
501,60.0,50441.0
502,61.0,50123.0
503,43.0,51568.0
504,43.0,51484.0
505,56.0,51903.0
506,34.0,45780.0
507,58.0,51230.0
508,42.0,52023.0
509,25.0,33984.0
510,23.0,31434.0
511,58.0,51424.0
512,23.0,30510.0
513,33.0,44086.0
514,35.0,46351.0
515,28.0,38730.0
516,34.0,44855.0
517,53.0,51738.0
518,21.0,26623.0
519,57.0,50871.0
520,59.0,49797.0
521,37.0,48439.0
522,27.0,35959.0
523,47.0,52141.0
524,25.0,33521.0
525,36.0,47732.0
526,63.0,49169.0
527,65.0,48493.0
528,55.0,51648.0
529,34.0,44643.0
530,51.0,52024.0
531,52.0,52237.0
532,37.0,48853.0
533,49.0,51917.0
534,20.0,25918.0
535,29.0,40143.0
536,44.0,51814.0
537,27.0,37872.0
538,27.0,36748.0
539,58.0,50814.0
540,65.0,49735.0
541,45.0,52739.0
542,58.0,50452.0
543,65.0,48761.0
544,26.0,35869.0
545,40.0,50737.0
546,38.0,48286.0
547,24.0,31739.0
548,54.0,52477.0
549,40.0,49865.0
550,41.0,51917.0
551,27.0,35990.0
552,28.0,38447.0
553,61.0,51050.0
554,22.0,29290.0
555,30.0,41330.0
556,33.0,44502.0
557,42.0,51222.0
558,46.0,52219.0
559,42.0,51227.0
560,24.0,32316.0
561,31.0,41268.0
562,58.0,50401.0
563,49.0,51599.0
564,49.0,52354.0
565,50.0,51703.0
566,54.0,51288.0
567,23.0,29615.0
568,36.0,48237.0
569,44.0,51146.0
570,35.0,45587.0
571,58.0,51024.0
572,42.0,52101.0
573,55.0,51524.0
574,58.0,50813.0
575,43.0,52053.0
576,61.0,50660.0
577,46.0,52176.0
578,58.0,50556.0
579,35.0,46555.0
580,42.0,50687.0
581,44.0,51275.0
582,25.0,33978.0
583,38.0,49586.0
584,61.0,50335.0
585,48.0,51293.0
586,28.0,37445.0
587,35.0,45909.0
588,29.0,38893.0
589,21.0,26916.0
590,62.0,49856.0
591,40.0,51909.0
592,34.0,45039.0
593,47.0,52149.0
594,20.0,25632.0
595,33.0,42692.0
596,52.0,51559.0
597,49.0,51438.0
598,64.0,49283.0
599,48.0,52379.0
600,41.0,50741.0
601,54.0,51721.0
602,61.0,51040.0
603,52.0,52993.0
604,63.0,49882.0
605,55.0,51375.0
606,59.0,51068.0
607,25.0,34540.0
608,53.0,50905.0
609,40.0,51545.0
610,45.0,51461.0
611,49.0,52148.0
612,64.0,49230.0
613,64.0,49368.0
614,33.0,43415.0
615,53.0,51754.0
616,54.0,52013.0
617,36.0,46701.0
618,26.0,34699.0
619,22.0,28669.0
620,55.0,51851.0
621,42.0,51834.0
622,64.0,49693.0
623,41.0,51352.0
624,64.0,49768.0
625,39.0,49956.0
626,56.0,52695.0
627,24.0,32540.0
628,45.0,51705.0
629,56.0,50826.0
630,62.0,49886.0
631,57.0,50931.0
632,22.0,28769.0
633,37.0,47421.0
634,22.0,30048.0
635,25.0,32851.0
636,50.0,51606.0
637,52.0,52013.0
638,55.0,51115.0
639,59.0,50082.0
640,53.0,51527.0
641,56.0,50911.0
642,22.0,29478.0
643,31.0,41244.0
644,48.0,51928.0
645,59.0,50774.0
646,20.0,26423.0
647,43.0,52209.0
648,50.0,52478.0
649,21.0,28037.0
650,38.0,48969.0
651,60.0,50650.0
652,50.0,52651.0
653,31.0,42358.0
654,58.0,49881.0
655,36.0,46544.0
656,58.0,50989.0
657,33.0,44439.0
658,47.0,51515.0
659,38.0,48213.0
660,32.0,43770.0
661,60.0,50143.0
662,28.0,37837.0
663,24.0,32359.0
664,35.0,46616.0
665,52.0,51983.0
666,56.0,50776.0
667,65.0,48960.0
668,33.0,44944.0
669,38.0,48550.0
670,26.0,34582.0
671,46.0,51567.0
672,65.0,49019.0
673,52.0,51944.0
674,47.0,52339.0
675,38.0,49201.0
676,61.0,50283.0
677,42.0,51634.0
678,26.0,35338.0
679,36.0,47447.0
680,23.0,30120.0
681,29.0,39150.0
682,21.0,26294.0
683,40.0,50985.0
684,49.0,52399.0
685,35.0,45724.0
686,39.0,49953.0
687,63.0,49113.0
688,54.0,51198.0
689,44.0,51338.0
690,33.0,43244.0
691,60.0,50694.0
692,31.0,41495.0
693,35.0,46048.0
694,61.0,50006.0
695,44.0,51372.0
696,53.0,52756.0
697,47.0,51176.0
698,49.0,53053.0
699,33.0,45300.0
700,31.0,42245.0
701,35.0,45347.0
702,27.0,37306.0
703,59.0,50470.0
704,33.0,43393.0
705,45.0,51596.0
706,56.0,51087.0
707,55.0,50972.0
708,40.0,51282.0
709,41.0,50828.0
710,65.0,49057.0
711,50.0,51707.0
712,57.0,51184.0
713,61.0,49738.0
714,55.0,50821.0
715,28.0,38501.0
716,45.0,52323.0
717,25.0,33279.0
718,49.0,52662.0
719,63.0,49538.0
720,43.0,51293.0
721,39.0,50879.0
722,22.0,28141.0
723,63.0,49960.0
724,25.0,33749.0
725,22.0,28421.0
726,31.0,41726.0
727,23.0,30385.0
728,40.0,50339.0
729,43.0,51249.0
730,34.0,45716.0
731,22.0,29110.0
732,25.0,34362.0
733,37.0,48086.0
734,23.0,31385.0
735,51.0,51875.0
736,29.0,39925.0
737,34.0,44138.0
738,38.0,48392.0
739,39.0,50417.0
740,20.0,25926.0
741,25.0,34244.0
742,59.0,50077.0
743,20.0,25982.0
744,43.0,50944.0
745,42.0,50635.0
746,35.0,46109.0
747,39.0,50524.0
748,55.0,51501.0
749,58.0,51288.0
750,32.0,43152.0
751,35.0,46247.0
752,31.0,41317.0
753,42.0,51990.0
754,51.0,53292.0
755,30.0,41088.0
756,35.0,45049.0
757,62.0,49248.0
758,22.0,29210.0
759,41.0,52117.0
760,52.0,52105.0
761,27.0,35955.0
762,22.0,29003.0
763,26.0,34794.0
764,61.0,50533.0
765,20.0,26250.0
766,28.0,39812.0
767,21.0,28372.0
768,25.0,34050.0
769,48.0,52065.0
770,31.0,41328.0
771,46.0,51405.0
772,47.0,51299.0
773,58.0,51310.0
774,20.0,25742.0
775,58.0,51296.0
776,48.0,52247.0
777,27.0,36928.0
778,55.0,50959.0
779,58.0,50951.0
780,31.0,42333.0
781,61.0,50547.0
782,40.0,50710.0
783,47.0,52381.0
784,64.0,50028.0
785,36.0,47405.0
786,57.0,51574.0
787,34.0,45614.0
788,56.0,52256.0
789,47.0,52241.0
790,30.0,40963.0
791,39.0,49613.0
792,34.0,44906.0
793,24.0,30884.0
794,21.0,28576.0
795,36.0,46087.0
796,21.0,27451.0
797,27.0,37464.0
798,53.0,52432.0
799,52.0,51870.0
800,53.0,51457.0
801,34.0,45461.0
802,60.0,50339.0
803,47.0,51393.0
804,26.0,35620.0
805,26.0,35423.0
806,51.0,51765.0
807,28.0,37627.0
808,43.0,52051.0
809,65.0,48028.0
810,20.0,26461.0
811,21.0,26426.0
812,65.0,49226.0
813,46.0,51608.0
814,26.0,35705.0
815,60.0,50449.0
816,60.0,50223.0
817,44.0,51469.0
818,48.0,52242.0
819,32.0,43382.0
820,22.0,29817.0
821,47.0,52013.0
822,33.0,43575.0
823,50.0,52309.0
824,58.0,51277.0
825,21.0,26673.0
826,47.0,52357.0
827,30.0,41423.0
828,59.0,50526.0
829,31.0,43012.0
830,47.0,51254.0
831,45.0,51399.0
832,38.0,49444.0
833,50.0,53316.0
834,53.0,53111.0
835,46.0,51852.0
836,54.0,51903.0
837,64.0,49633.0
838,39.0,50505.0
839,43.0,51630.0
840,21.0,27016.0
841,56.0,51566.0
842,43.0,51773.0
843,38.0,48899.0
844,24.0,32377.0
845,60.0,50228.0
846,38.0,48181.0
847,51.0,51531.0
848,27.0,35980.0
849,63.0,49387.0
850,28.0,38163.0
851,29.0,39781.0
852,59.0,50863.0
853,61.0,50052.0
854,30.0,39877.0
855,41.0,51610.0
856,53.0,51848.0
857,60.0,50378.0
858,37.0,47964.0
859,43.0,51124.0
860,53.0,51559.0
861,53.0,51639.0
862,55.0,51310.0
863,46.0,52175.0
864,25.0,33441.0
865,61.0,51070.0
866,59.0,51316.0
867,56.0,52295.0
868,24.0,33204.0
869,29.0,40095.0
870,53.0,51564.0
871,21.0,27820.0
872,64.0,48952.0
873,37.0,47236.0
874,52.0,52789.0
875,60.0,49887.0
876,38.0,48978.0
877,34.0,44921.0
878,47.0,52672.0
879,46.0,52553.0
880,38.0,49676.0
881,47.0,52685.0
882,62.0,49876.0
883,41.0,52274.0
884,29.0,39691.0
885,37.0,47524.0
886,38.0,48770.0
887,26.0,34910.0
888,27.0,36958.0
889,51.0,51510.0
890,35.0,46470.0
891,63.0,48916.0
892,31.0,40699.0
893,24.0,32690.0
894,54.0,51341.0
895,60.0,50140.0
896,33.0,41964.0
897,29.0,39246.0
898,28.0,38507.0
899,43.0,51207.0
900,41.0,51355.0
901,32.0,43371.0
902,22.0,29428.0
903,42.0,51763.0
904,63.0,50104.0
905,49.0,51895.0
906,42.0,51564.0
907,25.0,34137.0
908,31.0,42142.0
909,33.0,43870.0
910,54.0,51882.0
911,59.0,49869.0
912,61.0,49784.0
913,64.0,48875.0
914,64.0,49463.0
915,63.0,49744.0
916,23.0,31590.0
917,26.0,34967.0
918,34.0,44213.0
919,45.0,51994.0
920,24.0,32335.0
921,58.0,50586.0
922,48.0,51235.0
923,44.0,51806.0
924,27.0,38015.0
925,31.0,41882.0
926,27.0,37425.0
927,58.0,50803.0
928,46.0,51061.0
929,53.0,51436.0
930,33.0,43843.0
931,37.0,47548.0
932,38.0,49428.0
933,54.0,52584.0
934,55.0,50833.0
935,29.0,39741.0
936,62.0,49341.0
937,25.0,33663.0
938,60.0,50450.0
939,25.0,32960.0
940,32.0,41997.0
941,58.0,50891.0
942,28.0,37577.0
943,39.0,49616.0
944,40.0,51671.0
945,31.0,42268.0
946,52.0,52197.0
947,58.0,50574.0
948,59.0,50662.0
949,35.0,46551.0
950,44.0,51815.0
951,31.0,42129.0
952,31.0,42125.0
953,27.0,36318.0
954,62.0,49443.0
955,60.0,50862.0
956,55.0,51925.0
957,43.0,51541.0
958,42.0,52051.0
959,44.0,51830.0
960,44.0,51505.0
961,40.0,49945.0
962,26.0,35749.0
963,26.0,35012.0
964,63.0,50544.0
965,42.0,52337.0
966,63.0,48988.0
967,27.0,36487.0
968,45.0,50311.0
969,29.0,40502.0
970,31.0,42722.0
971,21.0,28009.0
972,25.0,33571.0
973,61.0,50078.0
974,34.0,45561.0
975,47.0,52496.0
976,41.0,51275.0
977,38.0,49352.0
978,44.0,51528.0
979,28.0,39282.0
980,64.0,49470.0
981,57.0,50542.0
982,53.0,52520.0
983,41.0,51777.0
984,27.0,36656.0
985,61.0,50211.0
986,35.0,47192.0
987,22.0,28747.0
988,35.0,47029.0
989,56.0,51112.0
990,48.0,52751.0
991,54.0,51803.0
992,56.0,50736.0
993,30.0,40074.0
994,62.0,50540.0
995,40.0,50604.0
996,49.0,52003.0
997,20.0,25426.0
998,65.0,49411.0
999,33.0,44516.0
1000,23.0,29359.0
1001,41.0,52494.0
1002,26.0,34951.0
1003,27.0,36677.0
1004,48.0,52050.0
1005,38.0,48680.0
1006,61.0,50151.0
1007,34.0,44837.0
1008,53.0,51562.0
1009,41.0,51705.0
1010,50.0,51678.0
1011,47.0,52268.0
1012,41.0,51006.0
1013,63.0,49194.0
1014,35.0,47408.0
1015,28.0,37554.0
1016,51.0,51832.0
1017,58.0,50792.0
1018,22.0,28392.0
1019,40.0,51038.0
1020,60.0,50529.0
1021,54.0,51871.0
1022,65.0,49049.0
1023,44.0,51236.0
1024,50.0,52777.0
1025,34.0,44556.0
1026,63.0,49460.0
1027,36.0,48225.0
1028,53.0,51793.0
1029,38.0,49687.0
1030,45.0,52406.0
1031,52.0,52666.0
1032,43.0,51781.0
1033,61.0,50254.0
1034,39.0,49837.0
1035,49.0,52246.0
1036,35.0,45323.0
1037,38.0,49726.0
1038,40.0,50924.0
1039,26.0,35049.0
1040,24.0,32329.0
1041,50.0,52825.0
1042,49.0,51736.0
1043,50.0,51890.0
1044,21.0,25899.0
1045,35.0,45627.0
1046,29.0,39003.0
1047,55.0,51045.0
1048,59.0,50922.0
1049,31.0,41888.0
1050,50.0,51773.0
1051,26.0,36144.0
1052,32.0,43363.0
1053,26.0,34943.0
1054,33.0,43424.0
1055,50.0,52341.0
1056,61.0,50123.0
1057,29.0,40351.0
1058,44.0,51619.0
1059,52.0,53115.0
1060,63.0,49419.0
1061,47.0,52331.0
1062,31.0,42991.0
1063,48.0,52820.0
1064,34.0,46078.0
1065,64.0,49186.0
1066,38.0,48983.0
1067,51.0,51091.0
1068,21.0,27316.0
1069,38.0,49548.0
1070,59.0,51072.0
1071,47.0,52076.0
1072,40.0,51827.0
1073,62.0,49673.0
1074,58.0,50456.0
1075,34.0,45266.0
1076,45.0,51114.0
1077,42.0,51618.0
1078,48.0,52412.0
1079,35.0,46340.0
1080,31.0,41782.0
1081,61.0,50150.0
1082,62.0,48938.0
1083,58.0,51098.0
1084,64.0,49344.0
1085,54.0,51245.0
1086,54.0,51566.0
1087,54.0,51508.0
1088,42.0,52126.0
1089,41.0,50550.0
1090,31.0,41976.0
1091,49.0,51807.0
1092,33.0,43740.0
1093,32.0,42740.0
1094,46.0,51850.0
1095,38.0,49446.0
1096,30.0,40944.0
1097,57.0,50909.0
1098,59.0,51197.0
1099,28.0,37249.0
1100,20.0,26107.0
1101,35.0,46307.0
1102,56.0,51436.0
1103,58.0,51270.0
1104,26.0,35622.0
1105,55.0,51765.0
1106,25.0,33807.0
1107,38.0,48018.0
1108,65.0,48305.0
1109,29.0,38209.0
1110,27.0,37376.0
1111,39.0,48920.0
1112,48.0,52780.0
1113,62.0,49495.0
1114,64.0,49852.0
1115,23.0,29828.0
1116,26.0,35324.0
1117,56.0,52110.0
1118,32.0,43535.0
1119,60.0,50368.0
1120,50.0,51507.0
1121,25.0,33054.0
1122,57.0,51702.0
1123,28.0,37799.0
1124,39.0,50021.0
1125,45.0,51869.0
1126,43.0,50729.0
1127,51.0,52528.0
1128,49.0,52196.0
1129,65.0,49254.0
1130,65.0,48719.0
1131,43.0,50700.0
1132,24.0,32403.0
1133,53.0,52270.0
1134,64.0,49512.0
1135,34.0,45340.0
1136,41.0,51562.0
1137,39.0,50013.0
1138,22.0,29697.0
1139,50.0,52210.0
1140,36.0,47379.0
1141,55.0,51559.0
1142,57.0,50732.0
1143,57.0,50364.0
1144,39.0,50302.0
1145,34.0,45098.0
1146,54.0,51797.0
1147,56.0,52464.0
1148,42.0,51717.0
1149,60.0,51250.0
1150,26.0,35562.0
1151,60.0,51124.0
1152,24.0,32689.0
1153,27.0,36649.0
1154,44.0,52614.0
1155,23.0,30650.0
1156,22.0,29790.0
1157,20.0,25145.0
1158,40.0,51078.0
1159,55.0,51248.0
1160,22.0,28854.0
1161,49.0,51578.0
1162,57.0,51366.0
1163,28.0,37100.0
1164,27.0,36392.0
1165,59.0,50746.0
1166,57.0,50824.0
1167,44.0,51445.0
1168,57.0,50702.0
1169,24.0,32874.0
1170,38.0,48227.0
1171,53.0,51726.0
1172,32.0,42758.0
1173,54.0,52536.0
1174,43.0,51399.0
1175,54.0,51626.0
1176,41.0,51273.0
1177,37.0,46519.0
1178,30.0,40200.0
1179,29.0,39899.0
1180,54.0,51380.0
1181,25.0,33381.0
1182,24.0,32437.0
1183,28.0,38098.0
1184,28.0,37976.0
1185,57.0,50745.0
1186,38.0,48972.0
1187,65.0,49387.0
1188,26.0,35257.0
1189,49.0,52634.0
1190,40.0,50631.0
1191,38.0,48730.0
1192,59.0,51195.0
1193,64.0,49945.0
1194,59.0,51308.0
1195,29.0,39168.0
1196,30.0,40922.0
1197,50.0,52204.0
1198,33.0,43105.0
1199,53.0,51215.0
1200,45.0,51739.0
1201,45.0,51664.0
1202,57.0,51749.0
1203,52.0,52763.0
1204,21.0,27339.0
1205,22.0,29921.0
1206,47.0,51822.0
1207,42.0,51623.0
1208,32.0,43111.0
1209,39.0,50461.0
1210,54.0,51432.0
1211,57.0,51568.0
1212,45.0,50852.0
1213,37.0,48990.0
1214,32.0,43169.0
1215,43.0,51521.0
1216,34.0,44145.0
1217,45.0,51613.0
1218,50.0,53088.0
1219,23.0,30481.0
1220,20.0,25998.0
1221,30.0,40361.0
1222,60.0,50955.0
1223,49.0,52458.0
1224,28.0,37217.0
1225,60.0,50510.0
1226,41.0,51973.0
1227,41.0,51462.0
1228,62.0,49812.0
1229,23.0,31387.0
1230,30.0,41115.0
1231,46.0,52362.0
1232,29.0,39394.0
1233,51.0,52749.0
1234,30.0,40845.0
1235,24.0,31786.0
1236,29.0,40192.0
1237,39.0,49943.0
1238,28.0,37709.0
1239,26.0,35125.0
1240,59.0,49980.0
1241,34.0,44516.0
1242,36.0,47857.0
1243,22.0,30208.0
1244,36.0,45875.0
1245,32.0,42628.0
1246,47.0,52561.0
1247,29.0,39749.0
1248,60.0,51127.0
